KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Artiodactyla.Bovidae.Bos.taurus	Artiodactyla.Bovidae.Capricornis.milneedwardsii	Artiodactyla.Cervidae.Muntiacus.muntjak_vaginalis	Artiodactyla.Cervidae.Muntiacus.truongsonensis	Artiodactyla.Cervidae.Muntiacus.UNK	Artiodactyla.Cervidae.Muntiacus.vuquangensis	Artiodactyla.Cervidae.Rusa.unicolor	Artiodactyla.Suidae.Sus.scrofa	Artiodactyla.Tragulidae.Tragulus.kanchil	Artiodactyla.Tragulidae.Tragulus.UNK	Carnivora.Canidae.Canis.lupus_familiaris	Carnivora.Felidae.Catopuma.UNK	Carnivora.Felidae.Neofelis.UNK	Carnivora.Felidae.Prionailurus.bengalensis	Carnivora.Felidae.UNK	Carnivora.Herpestidae.Herpestes.UNK	Carnivora.Mustelidae.Aonyx.cinereus	Carnivora.Mustelidae.Arctonyx.collaris	Carnivora.Mustelidae.Lutra.lutra	Carnivora.Mustelidae.Martes.flavigula	Carnivora.Mustelidae.Melogale.moschata	Carnivora.Mustelidae.Mustela.kathiah	Carnivora.Mustelidae.Mustela.UNK	Carnivora.Ursidae.Ursus.thibetanus	Carnivora.Viverridae.Arctictis.UNK	Carnivora.Viverridae.Paguma.larvata	Carnivora.Viverridae.Viverra.UNK1	Carnivora.Viverridae.Viverra.UNK2	Carnivora.Viverridae.Viverra.UNK3	Carnivora.Viverridae.Viverra.UNK4	Chiroptera.Vespertilionidae.Tylonycteris.UNK	Erinaceomorpha.Erinaceidae.Hylomys.suillus	Lagomorpha.Leporidae.Nesolagus.timminsi	Primates.Cercopithecidae.Macaca.arctoides	Primates.Cercopithecidae.Macaca.assamensis	Primates.Cercopithecidae.Macaca.fascicularis	Primates.Cercopithecidae.Macaca.mulatta	Primates.Cercopithecidae.Macaca.UNK	Primates.Hominidae.Homo.sapiens	Primates.Hylobatidae.Nomascus.siki	Rodentia.Hystricidae.Hystrix.UNK	Rodentia.Muridae.Mus.musculus	Rodentia.Muridae.Niviventer.UNK	Rodentia.Sciuridae.Callosciurus.erythraeus	Rodentia.Sciuridae.Callosciurus.UNK1	Rodentia.Sciuridae.Callosciurus.UNK2	Rodentia.Sciuridae.Hylopetes.UNK1	Rodentia.Sciuridae.Hylopetes.UNK2	Rodentia.Sciuridae.Petaurista.philippensis	Rodentia.Sciuridae.Ratufa.bicolor	Rodentia.Sciuridae.Tamiops.UNK	Rodentia.Spalacidae.Rhizomys.pruinosus	Scandentia.Tupaiidae.Tupaia.belangeri	Soricomorpha.Talpidae.Euroscaptor.UNK	reservecode3
WWF460	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41623	14	NA	50	QN 2042	     0	    46	   138	   132	    11	     0	     0	150060	     0	     0	     0	     0	    21	     0	     6	  3242	     0	     0	     0	     0	  2326	     0	     0	     0	     4	    17	     0	  3411	     0	     0	     0	     0	   927	     0	     3	     0	     0	    10	     0	     0	     4	     0	    49	    13	     0	     0	     0	     0	     0	     0	     5	   173	    61	     0	BMHQNXS
WWF461	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3000	    0	    4	    0	    0	    0	    0	    0	 2061	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	   10	    0	    0	    0	    0	  846	    0	    0	    0	    0	    0	    0	81680	    0	    0	    0	    0	    0	    0	    0	    3	    0	    3	    0	    0	    0	    0	    0	    0	    0	    0	   23	    0	    0	BMHQNXS
WWF462	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3002	     0	     8	     0	     0	     0	     0	     0	109562	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  2825	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF463	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3004	     0	     5	   280	     0	     5	     0	     0	251494	     0	     0	     0	     0	    62	   667	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   234	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	    21	     0	     0	BMHQNXS
WWF464	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3006	     0	     0	     0	     0	     0	     0	     0	184740	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   628	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 60285	     0	     0	BMHQNXS
WWF465	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 3007	    0	    0	    5	  181	    0	    0	    0	 5887	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    3	    0	    0	    0	    0	    5	    0	    0	    0	    0	    0	    0	58697	    3	   15	    0	    0	   36	    0	    0	    0	    0	 2455	    0	    0	    0	    0	    0	    0	    0	    0	 6185	    0	    0	BMHQNXS
WWF467	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 3012	     0	     0	     0	     0	     0	     0	     0	   122	     0	     0	     0	     0	     0	     0	     0	    69	     0	     0	     0	     0	   334	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	245096	     0	     0	     0	     0	     0	     0	     0	     0	    40	     0	     0	BMHQNXS
WWF468	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 3014	     0	     0	     0	     0	     0	     0	     0	157503	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     7	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    14	     0	     0	     0	     0	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF47	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41152	418	Vong - 06	6	BM-6	     0	     0	     0	     0	     0	     0	 29993	667316	     0	     0	     0	     0	     0	     0	     0	     8	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   214	     4	     0	     0	    13	    55	     0	     0	     0	   308	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF48	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	24&25/09/2012	419	Dũng - 02	15	BM -12	     0	     0	     0	     0	     0	     0	     0	    50	     0	     0	    59	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    39	    55	     0	     0	     0	     0	    37	     0	     0	     0	731759	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF49	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41156	429	Quang - 01	5	BM -15	     0	     6	     0	     0	     0	     0	     0	  4994	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	143839	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF5	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK47_20120901	NA	NA	     0	     0	     0	     0	     0	     0	     0	 40829	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	259963	     7	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF50	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41521	429	Nguyễn Văn Thiện	3	BM-20	     0	     0	     0	     0	    13	     0	     0	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   244	505433	 11973	     0	     0	 31235	  2735	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF51	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41551	429	Nguyễn Văn Thiện	27	BM-26	     0	   729	     0	     0	     0	     0	     0	  1716	     0	     0	     0	     0	     0	     0	     0	616248	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 39916	     0	     0	     0	     0	     0	   101	     0	     0	     0	   310	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF52	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41551	429	Huỳnh Đức Huy	7	BM-28	     0	337433	     0	     6	  1364	     0	     0	     3	     0	    17	     0	     0	     0	     0	   416	     0	     0	     0	     0	     0	403139	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF53	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41612	429	Nguyễn Văn Thiện	33	BM-37	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    10	     0	     0	     0	   137	     0	     0	     0	     0	     0	141939	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	609551	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF54	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	13/4/2013	429	NA	20	BM-42	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 99476	     0	     0	     0	     0	     0	     0	     0	     0	     0	263593	     0	 70292	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF55	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	13/4/2013	429	NA	38	BM-44	     0	  6753	    18	     0	   157	     0	     0	196732	     0	     0	     3	     0	     0	     0	     0	 15307	     0	     0	     0	   281	    40	     0	     0	     0	     0	 37345	     0	     0	     0	    30	     0	     0	 41859	     3	     0	     0	     0	     0	     0	     0	    51	     0	  2352	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF57	WWF_2013Samples_20140919.xlsx	Laos	XS	XS	XeSap	NA	Laos	XS # 17-2	5	XS-1	     0	    20	  8242	 20282	   765	     0	181506	  4706	     0	     0	     0	     0	     0	     0	     0	     0	     0	 28347	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   205	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF58	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-1-13-Rivter	NA	XS-18	     0	     0	     0	     0	     0	     0	    60	275851	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   362	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF59	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-2-13-Rivter	NA	XS-19	     0	     0	   226	     9	    16	 20769	     0	331201	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF6	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120909	NA	NA	     0	 37233	     0	     0	     0	     0	     3	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	121768	 93742	  1348	     0	     9	  4029	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF60	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-3-13-Rivter	NA	XS-20	     0	     3	   259	     6	    18	 20360	    54	379215	     0	     0	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	    10	     0	     0	     0	     0	 20493	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   598	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF61	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-4-13-Rivter	NA	XS-21	     0	     0	     0	     0	     0	     0	  1063	354218	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   134	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    29	     0	     0	LL
WWF62	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-5-14-A-Start	NA	XS-22	     0	    26	  1778	    70	    11	126816	    83	203141	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  2432	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF64	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-7-14-start-E	NA	XS-24	     0	     4	   778	    18	    70	 39559	 10004	498302	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   218	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF65	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-8-14-start-E	NA	XS-25	     0	     0	   121	     4	   106	  7534	 22758	305259	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF66	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-9-15A-start	185+	XS-26	     0	     0	    25	     0	     3	  2501	   809	171714	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   767	     0	     0	     0	     0	  4429	     0	     0	     0	     0	     0	     0	     9	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    19	     0	     0	LL
WWF67	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-10-15A-start	NA	XS-27	   0	   0	   3	   7	   0	 158	  48	1244	   0	   0	   0	   0	   0	   0	   0	   0	   0	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	LL
WWF68	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-11-15-start-F	200+	XS-28	    0	    3	  106	50115	  334	 6717	 9235	79822	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	  212	    0	    0	    0	    0	    0	 4449	   91	    0	    0	    0	    0	    0	   16	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	LL
WWF69	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-12-15-L/R	110+	XS-29	     0	     0	     0	   261	     3	     0	 12674	155935	     0	     0	     0	     0	     0	     0	     0	 86418	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   467	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF7	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK36_20120929	NA	NA	     4	     5	     8	104120	   127	     0	     0	 84107	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 36729	     0	     0	     0	     0	     0	 37397	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF70	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-13-15 - s	8+	XS-30	     0	     0	     0	    21	     0	     0	     0	317784	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    24	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF71	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-14-15 -L	90+	XS-31	     0	     3	    21	144379	   747	   552	  2916	 25263	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF72	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-15-15 - R	140+	XS-32	     0	   155	   617	    29	   156	 47431	 10183	260018	     0	     0	     0	     0	     0	     0	     0	 20295	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    27	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF74	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-17-15-x	60+	XS-34	     0	     4	  1513	    20	  1055	109502	104645	     8	     0	     0	     0	   641	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 59695	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF75	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-18-15 - - G   100	NA	XS-35	     0	     3	   537	    13	   390	 16337	 40875	178380	 26464	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    49	    17	     0	     0	     0	     0	   226	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   102	     0	     0	     0	LL
WWF76	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-19-16-Riv-G	NA	XS-36	     0	    17	  2611	    61	     0	207910	    18	     9	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	130900	     0	     0	     0	     0	     0	     0	     0	  3080	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF77	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-20-16-G-H	NA	XS-37	     0	    12	  1956	    77	    36	137720	     3	128225	     0	     0	     0	     0	    86	  1432	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   243	    13	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF8	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK37_20121011	NA	NA	     3	     0	     0	     0	     0	     0	     0	 17198	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    45	     0	     0	     0	     0	     0	     0	344967	    35	     0	     0	     0	     0	    83	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF80	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-23-16 - A- start	NA	XS-40	     0	    24	  1310	   622	    77	 93021	  1480	114683	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   147	     0	     0	     0	     0	     0	   178	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   659	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF81	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-24-16-x-#1	NA	XS-41	     0	     0	     3	     0	     0	    67	     5	231690	     0	     0	     0	     0	     0	     0	     0	  8188	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 56278	     0	     0	     0	     0	     0	     0	    54	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF82	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-25-16-R	NA	XS-42	     0	     0	     0	  2278	    35	     0	  7552	268437	     0	     0	     0	     0	     0	     0	     0	 11725	     0	     0	     0	     0	   797	     0	     0	     0	     0	     0	   640	     0	     0	     0	     0	     0	     0	  3647	     0	     0	     0	   133	   126	     0	     0	     0	 19978	     0	     0	     0	     0	     0	     0	     0	     0	 31254	     0	     0	LL
WWF83	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-26-16 - G	NA	XS-43	     0	     0	    40	     0	     8	  2388	  7451	269633	     0	     0	     0	     0	     0	     0	     0	  1952	     0	     0	     0	     0	  6257	     0	   248	     0	     0	   170	    72	     0	     0	     0	     0	     0	     0	  1650	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF84	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-27-16 - L	NA	XS-44	    0	    0	  744	  116	  254	70935	 7595	14304	    0	    0	 6140	    0	  555	    0	    0	    0	    0	    0	    0	    0	  105	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	   52	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	LL
WWF85	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-28-17- GG	NA	XS-45	     0	   130	     3	     0	    10	   313	 26871	151418	     0	     0	     0	     0	     0	     0	     0	    15	     0	     0	     0	     0	     0	     0	     0	     0	     0	    75	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF86	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-29-17- A - start	NA	XS-46	     0	     0	    42	     0	     6	  3597	  5723	227743	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    64	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF87	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-30-17- G - H	NA	XS-47	     0	    22	  3224	    91	   502	237854	  9752	  4119	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  5618	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    18	     0	     0	  4266	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF88	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-31-17 - H - E	NA	XS-48	     0	   614	     0	     0	     0	     6	  1277	111115	     0	     0	     0	     0	     0	     0	     0	     0	     0	  3183	     0	     0	   350	     0	    77	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	   445	     0	     0	     0	     0	261622	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF89	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-32-17 - H - E	NA	XS-49	     0	    27	  3376	    81	     0	284600	     0	  1265	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 12541	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	LL
WWF9	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK45_20121028	NA	NA	     0	     0	     0	     0	     0	     0	     0	   198	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	353837	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF92	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41061	345	1-Hóa	50	H-1	     0	   108	  1152	     0	    44	     0	 81108	 82958	     0	     0	302546	     0	     0	     0	    16	     0	     0	     0	     0	    81	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   462	     0	     0	     0	   137	     0	     0	     0	     0	     0	     0	     0	     0	  1859	     0	     0	BMHQNXS
WWF93	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41063	345	3-Hóa	60	H-3	     0	     0	  8558	    42	    96	     0	     0	216689	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    75	     0	     0	     0	     0	 44439	     0	     0	   436	     0	     0	     0	     0	    11	     0	     0	     0	     0	     0	     0	    65	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
