KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Artiodactyla.Bovidae.Capricornis.milneedwardsii	Artiodactyla.Bovidae.Pseudoryx.UNK	Artiodactyla.Cervidae.Muntiacus.muntjak_vaginalis	Artiodactyla.Cervidae.Muntiacus.truongsonensis	Artiodactyla.Cervidae.Muntiacus.UNK	Artiodactyla.Cervidae.Muntiacus.vuquangensis	Artiodactyla.Cervidae.Rusa.unicolor	Artiodactyla.Suidae.Sus.scrofa	Artiodactyla.Tragulidae.Tragulus.kanchil	Artiodactyla.Tragulidae.Tragulus.UNK
WWF312	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H117	  2342	     0	    17	     0	     3	   973	    32	270182	     0	     0
WWF313	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H142	  2734	    42	266462	   899	   456	     0	     0	 23342	     0	     0
WWF314	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H145	  2745	     0	400263	  2238	  1668	    18	     0	373575	     0	     0
WWF315	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H148	     3	     0	     3	     0	     0	     0	     0	297496	     0	     0
WWF316	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H110	 1152	    0	22813	   78	  197	    0	  698	80300	    0	    0
WWF317	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H114	   279	     0	     0	     0	     0	     0	     0	275238	     0	     0
WWF318	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H120	  3788	     0	  5507	    17	    82	     0	     0	214622	     0	     0
WWF32	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H59	NA	NA	 4175	    0	 3671	   12	    0	    0	    0	52777	    0	    0
WWF320	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41553	352	NA	50	H122	  1312	     0	  3951	     7	    39	     0	  1375	182859	     0	     0
WWF321	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41553	352	NA	50	H125	   200	     0	     0	     0	     0	     0	     0	329695	     0	     0
WWF322	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41553	352	NA	50	H127	   135	    72	   131	     0	     0	     0	     0	150487	     0	     0
WWF323	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H150	     5	     0	   204	     0	     0	     0	     0	364178	     0	     0
WWF324	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41553	352	NA	50	H152	    0	    0	  286	    0	    0	    0	    0	60092	    0	    0
WWF325	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41553	351- 352	NA	50	H155	    12	     0	     0	     0	     0	     0	     0	368788	     0	     0
WWF326	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41553	352	NA	50	H157	   799	     0	     0	     0	     0	     0	   372	345021	     0	     0
WWF327	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41555	352	NA	50	H180	   0	  65	   0	   0	   0	   0	   0	1595	   0	   0
WWF329	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41555	352	NA	50	H202	 0	 0	 0	 0	 8	 0	 0	36	 0	 0
WWF33	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H61	NA	NA	184836	     0	     0	     0	   122	     0	     0	     0	     0	     0
WWF330	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H250	  3964	     0	     0	     0	     0	     0	     0	174015	     0	     0
WWF332	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H256	   102	     0	     0	     0	     0	     0	     0	221665	     0	     0
WWF333	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H258	     0	     0	     0	     0	     0	     0	     0	344659	     0	     0
WWF334	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H352	  1883	     0	     0	     0	     0	     0	     0	203804	     0	     0
WWF335	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H356	0	0	0	0	0	0	0	3	0	0
WWF336	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41556	352	NA	50	H300	13481	    0	 1152	  980	    8	    0	    0	10114	    0	    0
WWF337	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H362	     0	     0	     0	     0	     0	     0	     0	253859	     0	     0
WWF338	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H350	     0	     0	     0	     0	     0	     0	     0	268098	     0	     0
WWF34	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H62	NA	NA	     4	     0	     0	234284	   126	     0	     0	   247	     0	     0
WWF340	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H088	     0	     0	     0	     0	     0	     0	     0	255481	     0	     0
WWF341	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H360	  8861	     0	     0	     0	     0	     0	     0	494550	     0	     0
WWF342	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H366	18675	    0	    0	 6612	    9	    0	    0	    7	    0	    0
WWF343	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41527	410	NA	50	BM70	     0	     0	     0	   157	     0	     0	     0	208967	     0	     0
WWF344	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	NA	NA	NA	50	BM72	   740	     0	     0	     0	     0	     0	     0	344985	     0	     0
WWF345	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	NA	NA	NA	50	BM74	  4618	     0	     0	117989	  1648	     0	     0	234834	     0	     0
WWF346	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41529	410	NA	50	BM76	  270	    0	    0	    0	    0	    0	    0	44222	    0	    0
WWF347	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41527	410	NA	50	BM65	     0	     0	     0	 23461	   349	    66	     0	263459	     0	     0
WWF348	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	NA	NA	NA	50	BM78	    0	    0	    0	    0	    0	    5	    0	16749	    0	    0
WWF349	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41526	410	NA	50	BM61	     0	    36	     0	     0	     0	     0	     5	171727	     0	     0
WWF35	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H63	NA	NA	 0	 0	 0	99	 0	 0	 0	 5	 0	 0
WWF350	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41526	410	NA	50	BM63	119	  0	  0	 60	  0	  0	  0	 86	  0	  0
WWF351	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41528	410	NA	50	BM66	 520	   0	   0	 321	   0	   0	   0	3275	   0	   0
WWF352	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41529	410	NA	50	BM84	   0	   0	   0	 598	   0	   0	   0	2106	   0	   0
WWF353	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41528	410	NA	50	BM80	 1282	    0	    0	  724	   47	    0	    0	29995	    0	    0
WWF354	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41529	410	NA	50	BM85	0	0	0	0	0	0	0	4	0	0
WWF355	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41576	21	NA	50	Q101	150	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF356	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41576	21	NA	50	Q201	   0	   0	 192	1696	   0	   0	   0	  78	   0	   0
WWF357	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41576	21	NA	50	Q203	    0	    0	   15	    3	    0	    0	    0	41635	    0	    0
WWF358	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41576	21	NA	50	Q301	 0	 0	 0	 8	 0	 0	 0	41	 0	 0
WWF359	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q02	0	0	0	0	0	0	0	0	0	0
WWF36	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H64	NA	NA	15615	    0	    0	    4	  807	    0	    0	 7122	    0	    0
WWF360	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q103	 0	 6	16	16	 3	 0	 0	84	 0	 0
WWF361	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q105	651	  0	  0	  0	 68	  0	  0	  3	  0	  0
WWF363	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q205	  0	  0	  0	206	  0	  0	  0	 24	  0	  0
WWF364	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	50	Q03	1467	   0	   0	  16	   8	   0	   0	  46	   0	   0
WWF365	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	50	Q107	113	  0	  0	  0	  0	  0	  0	230	  0	  0
WWF366	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	50	Q109	432807	     0	     0	132582	 25153	     0	     0	  9371	     0	     0
WWF368	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	30	Q306	 1250	    0	    0	 6084	   62	    0	    0	76529	    0	    0
WWF369	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41579	21	NA	50	Q111	209	  0	  0	  0	  0	  0	  0	  6	  0	  0
WWF37	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H65	NA	NA	    0	    0	 1541	    0	    0	    0	    0	15509	    0	    0
WWF370	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41579	21	NA	50	Q06	 39	  0	 19	 65	 23	  0	  0	763	  0	  0
WWF371	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41579	21	NA	50	Q7	669	  0	  0	204	  9	  0	  0	 33	  0	  0
WWF372	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41579	21	NA	50	Q208	   15	    0	    3	39122	  136	    0	    0	  462	    0	    0
WWF373	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41579	21	NA	50	Q307	275	  0	  0	656	  5	  0	  0	532	  0	  0
WWF374	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	NA	NA	NA	50	Q09	 532	   0	 110	1131	  12	   0	   0	 837	   0	   0
WWF375	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41581	20, 21	NA	50	Q113	    23	     0	     0	     0	     0	     0	     0	114891	     0	     0
WWF376	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41581	20	NA	50	Q209	    3	    0	    4	36194	   24	    0	    0	    4	    0	    0
WWF377	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20, 21	NA	50	Q116	40	 0	 0	88	 0	 0	 0	22	 0	 0
WWF378	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41583	20, 21	NA	50	Q118	 0	 0	 0	 0	 0	 0	 0	19	 0	 0
WWF381	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20	NA	50	Q211	149	  0	 18	485	  0	  0	  0	775	  0	  0
WWF382	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20, 21	NA	50	Q310	394	  0	  0	  0	  0	  0	  0	 32	  0	  0
WWF383	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	50	Q11	 287	   0	  37	2980	  31	   0	   0	 161	   0	   0
WWF384	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q123	     0	     0	    71	     3	     0	     0	     0	311418	     0	     0
WWF385	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20	NA	50	Q212	    5	    0	    0	  267	   44	    0	    0	51935	    0	    0
WWF386	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20	NA	50	Q214	   0	   0	   0	   0	   0	   0	   0	5508	   0	   0
WWF387	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41584	20, 21	NA	50	Q312	    14	     0	     0	106354	   366	     0	     0	 50669	     0	     0
WWF388	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q315	    4	    0	  224	11098	  113	    0	    0	14872	    0	    0
WWF389	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q318	    0	    0	    0	14142	  103	    0	    0	13434	    0	    0
WWF390	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q13	   32	    0	    0	  132	    0	    0	    0	13654	    0	    0
WWF391	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	NA	NA	50	Q15	    0	    0	    7	    3	    0	    0	    0	63956	    0	    0
WWF393	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41585	20, 21	NA	50	Q19	    12	     0	     4	   474	    73	     0	     0	252953	     0	     0
WWF394	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q124	   710	     0	314780	 16753	  1552	     0	     0	160315	     0	     0
WWF396	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	NA	NA	50	Q129	    0	   11	    0	  323	    0	    0	    0	12453	    0	    0
WWF397	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q131	0	0	0	0	0	0	0	7	0	0
WWF399	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q323	    3	    0	  856	  933	   28	    0	    0	47442	    0	    0
WWF4	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120825	NA	NA	    6	    0	11287	   44	   88	    0	   81	99574	    0	    0
WWF40	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H101	NA	NA	     0	    16	     6	     0	     0	     0	     0	239743	     0	     0
WWF400	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q325	    0	    0	    3	    8	    0	    0	    0	66506	    0	    0
WWF401	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q327	    7	    0	 2930	   15	   46	    0	    0	70207	    0	    0
WWF402	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20	NA	50	Q216	    5	    0	    0	  163	    5	    0	    0	77476	    0	    0
WWF403	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q21	    7	    0	    8	20213	   47	    0	    0	 1500	    0	    0
WWF404	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q23	   17	    0	    4	    6	    4	    0	    0	24922	    0	    0
WWF405	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q133	    0	    0	    0	    5	    0	    0	    0	44132	    0	    0
WWF406	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q220	20251	    0	   18	   36	   19	    0	    0	  230	    0	    0
WWF407	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q329	     0	     0	     3	     0	     0	     0	     0	937734	     0	     0
WWF408	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41587	20, 21	NA	50	Q134	 1424	    0	    0	 2323	   86	    0	    0	64074	    0	    0
WWF409	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41587	20, 21	NA	50	Q137	     0	     0	     0	 28610	   532	     0	     0	130057	     0	     0
WWF41	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H102	NA	NA	3	0	0	0	0	0	0	0	0	0
WWF410	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41925	NA	NA	50	Q139	 10830	     0	   561	   421	   750	     0	     0	217478	     0	     0
WWF411	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	NA	NA	NA	50	Q162	927	  0	 18	 75	 62	  0	  0	278	  0	  0
WWF412	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41587	20, 21	NA	50	Q331	    34	     0	     0	     0	     0	     0	     0	228638	     0	     0
WWF413	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41925	NA	NA	50	Q335	  961	    0	   80	 1170	   23	    0	    0	59803	    0	    0
WWF414	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41587	20, 21	NA	50	Q25	 4721	    0	  198	30369	  425	    0	    0	37842	    0	    0
WWF415	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41925	NA	NA	50	Q28	  2741	     0	   481	   584	    28	     0	     0	401213	     0	     0
WWF416	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41925	NA	NA	50	Q30	    0	    0	   25	  181	    5	    0	    0	77187	    0	    0
WWF417	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	50	Q33	0	0	0	0	0	0	0	0	0	0
WWF418	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	50	Q242	 0	 0	 0	81	 0	 0	 0	14	 0	 0
WWF420	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 1002	 16	  0	269	459	  0	  0	  0	392	  0	  0
WWF423	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 1008	     0	     0	     0	     0	     0	     0	     0	347550	     0	     0
WWF424	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 1010	     6	     0	     0	     0	     0	     0	     0	138457	     0	     0
WWF425	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 1013	   15	    0	  164	59960	 2131	    0	    0	54057	    0	    0
WWF426	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41617	14	NA	50	QN 1015	    5	    0	   23	18361	   97	    0	    0	 9824	    0	    0
WWF427	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 1018	   0	   0	1802	3181	  26	   0	   0	 384	   0	   0
WWF428	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 1020	    3	    0	   16	   23	    0	    0	    0	90616	    0	    0
WWF429	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1022	  0	  0	 48	  0	  0	  0	  0	989	  0	  0
WWF430	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1024	    0	    0	  178	  620	    6	    0	    0	33748	    0	    0
WWF431	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1026	   38	    0	29331	  234	  166	    0	    0	46426	    0	    0
WWF432	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1028	  662	    0	    0	   23	  133	    0	    0	25385	    0	    0
WWF433	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1030	     0	     0	     0	    35	     0	     0	     0	100353	     0	     0
WWF434	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1032	    3	    0	    4	  162	    0	    0	    0	64599	    0	    0
WWF435	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1034	539	  0	  0	  0	  0	  0	  0	285	  0	  0
WWF436	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1036	  7	  0	  3	  9	  0	  0	  0	140	  0	  0
WWF437	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1038	 162	   0	   0	   0	   4	   0	   0	1482	   0	   0
WWF438	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1041	     7	     0	    29	356211	   290	     0	     0	   358	     0	     0
WWF439	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1043	    4	    0	    7	23739	   58	    0	    0	  529	    0	    0
WWF44	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H142	NA	NA	     6	     0	     0	     0	     0	     0	     0	322099	     0	     0
WWF440	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1045	    0	    0	    0	    0	    0	    0	    0	58886	    0	    0
WWF441	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1047	     0	     0	     0	     0	     0	     0	     0	138627	     0	     0
WWF442	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1049	    6	    0	   10	    8	    0	    0	    0	55620	    0	    0
WWF443	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41624	14	NA	50	QN 1051	    0	    0	    0	 1199	    4	    0	    0	15455	    0	    0
WWF444	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 2000	     0	     0	     0	 22808	   195	     0	     0	124710	     0	     0
WWF445	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 2002	     0	   265	     7	  6147	    99	     0	     0	166207	     0	     0
WWF446	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 2004	  472	    0	    0	    0	    0	    0	    0	87530	    0	    0
WWF447	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 2006	  0	  0	  0	  0	  0	  0	  0	422	  0	  0
WWF449	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 2011	     4	     0	    12	 21885	   540	     0	     0	172100	     0	     0
WWF45	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41155	417	Vong - 01	8	BM-1	  0	358	  0	  0	  0	  0	  0	  0	  0	  0
WWF451	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2016	   123	     0	118188	 13581	   124	     0	     0	 14049	     0	     0
WWF452	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41618	14	NA	50	QN 2018	   700	     7	866345	  2598	   813	     0	     0	  9389	     0	     0
WWF453	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2020	1462	   0	   0	 213	   4	   0	   0	5181	   0	   0
WWF454	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2022	  15	  54	  10	  29	   0	   0	   0	3743	   0	   0
WWF455	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41619	14	NA	50	QN 2024	   16	    0	   22	  708	   25	    0	    0	31773	    0	    0
WWF456	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41622	14	NA	50	QN 2027	    62	     0	   409	  1531	    23	     0	     0	172633	     0	     0
WWF457	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 2029	    0	    0	    0	    0	    0	    0	    0	68524	    0	    0
WWF458	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 2031	   4	   0	   6	   7	   0	   0	   0	3555	   0	   0
WWF459	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 2040	  162	    0	    3	 4863	  100	    0	    0	76564	    0	    0
WWF46	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41165	42	Vong - 02	20	BM-2	     0	    19	     0	    39	     0	     0	     0	305664	     0	     0
WWF460	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41623	14	NA	50	QN 2042	    46	     0	   138	   132	    11	     0	     0	150060	     0	     0
WWF461	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3000	   4	   0	   0	   0	   0	   0	   0	2061	   0	   0
