KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	reservecode3	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Chiroptera.Vespertilionidae.Tylonycteris.UNK	Erinaceomorpha.Erinaceidae.Hylomys.suillus	Lagomorpha.Leporidae.Nesolagus.timminsi	Rodentia.Hystricidae.Hystrix.UNK	Rodentia.Muridae.Mus.musculus	Rodentia.Muridae.Niviventer.UNK	Rodentia.Sciuridae.Callosciurus.erythraeus	Rodentia.Sciuridae.Callosciurus.UNK1	Rodentia.Sciuridae.Callosciurus.UNK2	Rodentia.Sciuridae.Hylopetes.UNK1	Rodentia.Sciuridae.Hylopetes.UNK2	Rodentia.Sciuridae.Petaurista.philippensis	Rodentia.Sciuridae.Ratufa.bicolor	Rodentia.Sciuridae.Tamiops.UNK	Rodentia.Spalacidae.Rhizomys.pruinosus	Scandentia.Tupaiidae.Tupaia.belangeri	Soricomorpha.Talpidae.Euroscaptor.UNK
WWF141	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41264	352	A21/12 II	40	H-203	     0	     0	     0	 51280	     0	174874	     3	     0	     0	     0	     0	     0	     0	     0	  5135	     0	     0
WWF142	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41264	352	B21/12 I	20	H-205	    0	    0	   51	   33	    0	16435	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF143	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41264	352	C21/12 I	30	H-207	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
WWF145	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41264	352	D21/12 I	70	H-209	     0	     0	     0	228118	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   512	     0	     0
WWF147	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41265	352	A22/12 I	121	H-212	     0	     0	     0	 14518	     0	227724	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF148	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41265	352	A22/12 II	156	H-213	   0	   0	  13	1765	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF149	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41265	352	B22/12 I	45	H-215	     0	     0	228305	 18103	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF15	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120907	NA	NA	     0	     0	    22	     0	     0	372202	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF150	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41265	352	C22/12 I	72	H-217	     0	     0	100601	 22704	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 93017	  2056	     0
WWF151	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41265	352	D22/12 I	25	H-220	     0	     0	     0	  8769	     0	  5812	     0	     0	     0	     0	     0	     0	     0	     0	133931	     0	     0
WWF152	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41266	352	A23/12 I	82	H-223	    0	    0	  101	34406	    0	    3	    0	    0	    0	    0	    0	    0	    0	    0	 1773	    0	    0
WWF153	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41266	352	B23/12 I	66	H-225	 0	 0	 0	65	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF154	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41266	352	C23/12 I	25	H-226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF155	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41267	352	A24/12 I	151	H-227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF156	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41267	352	A24/12 II	88	H-228	   0	   0	   0	   0	   0	5822	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF157	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41267	352	A24/12 III	56	H-230	 0	 0	 0	 0	 0	79	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF158	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41267	352	B24/12 I	126	H-231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF159	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41267	352	D24/12 I	40	H-233	     0	     0	     0	279653	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF16	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120908	NA	NA	     0	     0	    22	     0	     0	143350	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF160	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41268	352	A25/12 I	79	H-235	    0	    0	    0	16980	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    9	    6	    0
WWF161	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41268	352	B25/12 I	56	H-236	     0	     0	    69	328794	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF162	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41270	346 and 349	A27/12 I	183	H-237	   0	   0	   0	3488	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF163	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41270	346 and 349	C27/12 II	127	H-238	  0	  0	  0	891	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF164	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41271	346 and 349	A28/12 I	139	H-239	     0	     0	     0	117866	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF165	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41271	346 and 349	A28/12 II	131	H-240	   0	   0	   0	2884	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF166	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41271	346 and 349	C28/12 II	65	H-241	   0	   0	   0	4167	   0	  12	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF168	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41272	346 and 349	A29/12 I	122	H-244	   0	   0	   0	5962	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF17	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120910	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF170	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41272	346 and 349	C29/12 II	57	H-246	   0	   0	   0	1663	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF172	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41273	346 and 349	C30/12 II	37	H-251	    0	    0	    0	19268	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF173	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41274	346 and 349	A31/12 I	104	H-254	    0	    0	  343	19732	    0	    0	   43	    0	    0	    0	    0	    0	    0	    0	68881	    0	    0
WWF175	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41274	346 and 349	C31/12 II	65	H-256	    0	    0	    3	44245	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF176	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41276	348	A02/01/2013 I	108	H-259	    0	    0	    0	11524	    0	  289	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF177	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41276	348	A02/01/2013 II	67	H-261	    0	    0	    0	 8427	    0	17406	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF178	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41277	348	A03/01/2013 I	120	H-264	    0	    0	    0	26764	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF179	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41277	348	A03/01/2013 V	60	H-266	    0	    0	    0	15410	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF18	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120919	NA	NA	     0	     0	158720	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF180	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41277	348	C03/01/2013 I	77	H-268	    0	    0	    0	72188	    0	    3	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF182	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41278	348	A04/01/2013 V	81	H-272	   0	   0	   0	5549	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF183	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41278	348	A04/01/2013 II	41	H-274	    0	    0	    0	12047	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF185	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	A05/01/2013 I	110	H-278	   0	   0	   0	2663	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF186	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	A05/01/2013 II	57	H-279	    0	    0	  119	58603	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF187	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	B05/01/2013 II	118	H-281	   0	   0	   0	9363	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF188	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	C05/01/2013 I	122	H-282	 0	 0	 0	67	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF189	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	C05/01/2013 II	104	H-283	    0	    0	    0	58237	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF19	tube_labels	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	TK62_20121021	NA	NA	     0	     0	   191	  4570	     0	   272	171648	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF190	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41280	348	A06/01/2013 I	30	H-285	   0	   0	   0	1508	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF191	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41280	348	A06/01/2013 II	210	H-286	    0	    0	    0	91764	    0	    0	    0	    0	    0	    0	    0	    0	    0	12979	    0	    0	    0
WWF192	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41280	348	C06/01/2013 II	30	H-287	  0	  0	  0	  0	  0	  0	110	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF193	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	27/6/2012	47	1 - Tâm	7	QN-1	     0	     0	     6	     0	     0	445676	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF194	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41096	34	3 - Tâm	10	QN-3	     0	     0	 64591	  1859	     0	321841	     0	     0	     0	     0	     0	     0	     0	     0	  1816	     0	     0
WWF195	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	17/7/2012	37	9 - Tâm	30	QN-9	     0	     0	   288	     0	     0	302163	     0	     0	     0	     0	     0	     0	     0	     0	134789	   739	     0
WWF196	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	27/7/2012	45	13 - Tâm	5	QN-13	     0	     0	374321	     0	     0	    27	     0	     0	     0	     0	     0	     0	     0	     0	 25841	     0	     0
WWF197	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41128	26	15 - Tâm	10	QN-15	     0	     0	 56060	     0	     0	128902	     0	     0	     0	     0	     0	     0	     0	     0	 55927	   946	     0
WWF199	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	15/9/2012	37 and 47	25 - Tâm	25	QN-25	     0	     0	     4	     0	     0	106273	     0	     0	     0	     8	     0	     0	     0	     0	     5	     0	     0
WWF2	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120809	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF20	tube_labels	Vietnam	QNSL	QNSL	BMHQNXS	Quang Nam SNR	NA	NA	TK45_20121029	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF200	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	26/9/2012	36	28 - Tâm	35	QN-28	     0	     0	     6	    36	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	269554	     0	     0
WWF201	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41192	26	30 - Tâm	15	QN-30	     0	     0	    31	     5	     0	108479	     0	     0	     0	     0	     0	     0	     0	     0	   224	    10	     0
WWF203	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41097	25	5 - Thịnh	10	QN-37	    0	    0	   63	17198	    0	   19	    0	    0	    0	    0	    0	    0	    0	    0	    0	13463	    0
WWF204	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/7/2012	47	12 - Thịnh	20	QN-44	 0	 0	14	 0	 0	 6	 0	 0	 0	 0	 0	 0	 0	22	 0	 0	 0
WWF205	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/7/2012	14	15 - Thịnh	20	QN-47	     0	     0	254108	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0
WWF206	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41123	14	20 - Thịnh	5	QN-52	 0	 0	14	 0	 0	34	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF207	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41159	25	24 - Thịnh	30	QN-56	     0	     0	    68	     0	     0	141960	     0	     0	     0	     0	     0	     0	     0	     0	   157	     0	     0
WWF208	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	13/10/2012	22	32 - Tâm	30	QN-32	     0	     0	320994	     0	     0	  2139	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0
WWF209	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/9/2012	22	31 - Thịnh	10	QN-63	     0	     0	 53302	     0	     0	  3328	     0	     0	     0	     0	     0	     0	     0	     0	236991	     0	     0
WWF21	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H34	NA	NA	     0	     0	     0	     0	     0	304274	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF210	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	28/9/2012	45	33 - Thịnh	5	QN-65	 0	 0	20	 7	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF212	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/6/2012	14	1 - Huy	8	QN-71	    0	    0	77218	    0	    0	47910	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF213	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41092	37	5 - Huy	10	QN-75	  0	  0	  0	587	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF215	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	14/7/2012	37	11 - Huy	25	QN-81	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 0	 0	 0	 0	13	 0
WWF216	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	27/7/2012	37	16 - Huy	10	QN-86	     0	     0	     6	     0	     0	123805	     0	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0
WWF218	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/8/2012	47	27 - Huy	7	QN-97	    0	    0	96267	   76	    0	   74	    0	    0	    0	    0	    0	    0	    0	    0	68479	    6	    0
WWF219	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41159	35	31 - Huy	5	QN-101	     0	     0	    18	     0	     0	120670	     0	     0	     8	     0	     0	     0	     0	     0	    76	     0	     0
WWF22	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H37	NA	NA	  0	  0	  0	  0	  0	365	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF221	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41092	45	3 - Triều	15	QN-107	    0	    0	   73	    0	    0	    3	    0	    0	    0	    0	    0	    0	    0	    0	    0	11939	    0
WWF222	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41099	20	5 - Triều	30	QN-109	    0	    0	46572	    0	    0	   74	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF223	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/7/2012	34	11 - Triều	20	QN-115	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF224	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41122	47	13 - Triều	10	QN-117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
WWF225	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41132	36	16 - Triều	10	QN-120	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	106470	     0	     0
WWF226	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	22/8/2012	35	19 - Triều	20	QN-123	    0	    0	16530	    0	    0	 9734	    0	    0	    0	    0	    0	    0	    0	    0	34695	    0	    0
WWF228	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	30/10/2012	45	35 - Triều	25	QN-139	    0	    0	    0	    0	    0	   15	    0	    0	    0	    0	    0	    0	    0	    0	    0	29877	    0
WWF23	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H39	NA	NA	     0	     0	     0	     0	     0	     0	140786	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF230	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/03/2013	45	33 - Tâm	1	QN-145	     0	     0	   995	179177	     0	    13	     0	     0	     3	     0	     0	     0	     0	     0	    54	     0	     0
WWF231	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/04/2013	44	38 - Tâm	8	QN-149	     0	     0	    32	     4	     0	 17873	     0	     0	  5501	     0	     0	     0	     0	     0	232343	     0	     0
WWF232	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41279	36	43 - Tâm	40	QN-154	    0	    0	    0	53065	    0	    0	57187	    0	    0	    0	    0	    0	    0	   19	    0	    0	    0
WWF233	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	18/05/2013	22	47 - Tâm	5	QN-158	     0	     0	163840	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	    28	     0
WWF234	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41309	34	43 - Triều	20	QN-164	  0	  0	  8	 14	  0	 15	 14	  0	  0	  0	  0	  0	  0	  0	100	  0	  0
WWF236	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	26/2/2013	14	60 -Triều	30	QN-282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
WWF237	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	23/05/2013	43	56 - Triều	7	QN-175	     0	     0	132188	 24732	     0	   276	     0	     0	     0	     0	     0	     0	     0	     0	     0	 33783	     0
WWF238	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41397	20	43 - Thịnh	17	QN-179	     0	     0	138562	    50	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF239	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/03/2013	34	47 - Thịnh	10	QN-183	 0	 0	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF24	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H26	NA	NA	 0	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0
WWF241	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41459	36	49 - Thịnh	22	QN-185	  0	  0	  0	325	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF242	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/04/2013	21	53 - Thịnh	16	QN-189	   0	   0	  48	  14	   0	2587	   0	   0	   0	   0	   0	   0	   0	   0	5109	  14	   0
WWF243	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41522	13	56 - Thịnh	25	QN-192	    0	    0	60456	    0	    0	26937	    0	    0	    0	    0	    0	    0	    0	    0	    0	    8	    0
WWF244	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41613	13	59 - Thịnh	63	QN-195	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	23465	    0
WWF245	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	44	62 - Thịnh	16	QN-198	     0	     0	150078	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  1205	     0
WWF246	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/05/2013	44	66 - Thịnh	23	QN-202	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF247	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/03/2013	25	35 - Huy	17	QN-206	   0	   0	  34	   0	   0	6769	   0	   0	   0	   0	   0	   0	   0	   0	   0	  21	   0
WWF248	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/05/2013	35	41 - Huy	21	QN-212	    0	    0	  241	    0	    0	11983	    0	    0	    0	    0	    0	    0	    0	    0	    0	  438	    0
WWF249	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 I	100	QN-217	    0	    0	41439	44732	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF25	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H32	NA	NA	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	142136	     0	     0	     0
WWF250	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 II	86	QN-218	   0	   0	   0	8778	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF252	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 IV	94	QN-220	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	303	  0	  0
