KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	reservecode3	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Primates.Cercopithecidae.Macaca.arctoides	Primates.Cercopithecidae.Macaca.assamensis	Primates.Cercopithecidae.Macaca.fascicularis	Primates.Cercopithecidae.Macaca.mulatta	Primates.Cercopithecidae.Macaca.UNK	Primates.Hominidae.Homo.sapiens	Primates.Hylobatidae.Nomascus.siki
WWF343	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41527	410	NA	50	BM70	0	0	0	0	0	0	0
WWF344	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM72	480	  0	  0	  0	 50	  5	  0
WWF345	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM74	11064	  668	    0	    0	 3629	   93	    0
WWF346	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM76	7982	 856	   0	   0	2027	   0	   0
WWF347	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41527	410	NA	50	BM65	788	  0	  0	  0	  0	  4	  0
WWF348	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM78	   0	   0	   0	   0	   0	1446	   0
WWF349	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41526	410	NA	50	BM61	142	  0	  0	  0	  5	  0	  0
WWF35	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H63	NA	NA	0	0	0	0	0	0	0
WWF350	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41526	410	NA	50	BM63	0	0	0	0	0	0	0
WWF351	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41528	410	NA	50	BM66	0	0	0	0	0	0	0
WWF352	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM84	0	0	0	0	0	0	0
WWF353	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41528	410	NA	50	BM80	344	 28	  0	  0	 41	150	  0
WWF354	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM85	    0	    0	    0	    0	    0	11412	    0
WWF355	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41576	21	NA	50	Q101	0	0	0	0	0	0	0
WWF356	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41576	21	NA	50	Q201	0	0	0	0	0	0	0
WWF357	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41576	21	NA	50	Q203	0	0	0	0	0	0	0
WWF358	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41576	21	NA	50	Q301	0	0	0	0	0	0	0
WWF359	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q02	0	0	0	0	0	0	0
WWF36	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H64	NA	NA	  0	  0	  0	  0	  0	110	  0
WWF360	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q103	 0	 0	 0	 0	 0	25	 0
WWF361	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q105	  0	  0	  0	  0	  0	371	  0
WWF363	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q205	 0	 0	 0	 0	 0	19	 0
WWF364	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41578	21	NA	50	Q03	0	0	0	0	0	0	0
WWF365	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41578	21	NA	50	Q107	0	0	0	0	0	0	0
WWF366	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41578	21	NA	50	Q109	   0	   0	   0	   0	   0	7563	   0
WWF368	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41578	21	NA	30	Q306	0	0	0	0	0	0	0
WWF369	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41579	21	NA	50	Q111	0	0	0	0	0	0	0
WWF37	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H65	NA	NA	1147	   0	   0	   0	   0	   5	   0
WWF370	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41579	21	NA	50	Q06	 4	36	 0	 0	74	 0	 0
WWF371	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41579	21	NA	50	Q7	0	0	0	0	0	0	0
WWF372	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41579	21	NA	50	Q208	3	0	0	0	0	3	0
WWF373	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41579	21	NA	50	Q307	360	 71	  0	  0	109	  0	  0
WWF374	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	NA	NA	NA	50	Q09	  0	  3	  0	  0	  8	176	  0
WWF375	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41581	20, 21	NA	50	Q113	 0	 0	 0	 0	 0	45	 0
WWF376	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41581	20	NA	50	Q209	 0	 0	 0	 0	 0	52	 0
WWF377	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41583	20, 21	NA	50	Q116	0	0	0	0	0	0	0
WWF378	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41583	20, 21	NA	50	Q118	 27236	  9258	     0	     0	189618	     0	     0
WWF381	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41583	20	NA	50	Q211	10	 0	 0	 0	 0	 0	 0
WWF382	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41583	20, 21	NA	50	Q310	  0	  0	  0	  0	  0	101	  0
WWF383	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	50	Q11	 0	 0	 0	 0	 0	61	 0
WWF384	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41584	20, 21	NA	50	Q123	0	0	0	0	0	0	0
WWF385	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41584	20	NA	50	Q212	 0	 0	 0	 0	 0	94	 0
WWF386	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41584	20	NA	50	Q214	 0	 0	 0	 0	 0	22	 0
WWF387	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41584	20, 21	NA	50	Q312	3	0	0	0	0	0	0
WWF388	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41584	20, 21	NA	50	Q315	0	0	0	0	0	0	0
WWF389	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41584	20, 21	NA	50	Q318	0	0	0	0	0	0	0
WWF390	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41584	20, 21	NA	50	Q13	0	0	0	0	0	0	0
WWF391	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	NA	NA	50	Q15	0	0	0	0	0	0	0
WWF393	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41585	20, 21	NA	50	Q19	4	0	0	0	0	0	0
WWF394	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	20, 21	NA	50	Q124	5629	   0	   0	   0	   0	   0	   0
WWF396	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	NA	NA	50	Q129	  0	  0	  0	  0	  0	667	  0
WWF397	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	20, 21	NA	50	Q131	   0	   0	   0	   0	   0	2333	   0
WWF399	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	20, 21	NA	50	Q323	0	0	0	0	0	0	0
WWF4	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120825	NA	NA	 3	 0	 0	 0	 0	53	 0
WWF40	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H101	NA	NA	   0	   0	   0	   0	   0	8197	   0
WWF400	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	20, 21	NA	50	Q325	0	0	0	0	0	0	0
WWF401	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	20, 21	NA	50	Q327	 83	 47	  0	  0	110	  0	  0
WWF402	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41585	20	NA	50	Q216	0	0	0	0	0	0	0
WWF403	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41586	20, 21	NA	50	Q21	0	0	0	0	0	0	0
WWF404	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41586	20, 21	NA	50	Q23	   0	   0	   0	   0	   0	1164	   0
WWF405	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41586	20, 21	NA	50	Q133	0	0	0	0	0	0	0
WWF406	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41586	20, 21	NA	50	Q220	0	0	0	0	5	0	0
WWF407	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41586	20, 21	NA	50	Q329	0	0	0	0	0	0	0
WWF408	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41587	20, 21	NA	50	Q134	47	 0	 0	 0	 0	55	 0
WWF409	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41587	20, 21	NA	50	Q137	   0	   0	   0	   0	   0	1088	   0
WWF41	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H102	NA	NA	0	0	0	0	0	0	0
WWF410	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41925	NA	NA	50	Q139	0	0	0	0	0	5	0
WWF411	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	NA	NA	NA	50	Q162	0	0	0	0	0	0	0
WWF412	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41587	20, 21	NA	50	Q331	656	  0	  0	  0	  0	  0	  0
WWF413	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41925	NA	NA	50	Q335	0	0	0	0	3	0	0
WWF414	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41587	20, 21	NA	50	Q25	 0	 5	 0	 0	12	 0	 0
WWF415	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41925	NA	NA	50	Q28	0	0	0	0	0	0	0
WWF416	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41925	NA	NA	50	Q30	41	 0	 0	 0	13	 0	 0
WWF417	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	50	Q33	0	0	0	0	0	0	0
WWF418	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	50	Q242	0	0	0	0	0	0	0
WWF420	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 1002	 0	 4	 0	 0	10	 0	 0
WWF423	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41616	14	NA	50	QN 1008	0	0	0	0	0	0	0
WWF424	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41616	14	NA	50	QN 1010	0	0	0	0	0	0	0
WWF425	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41617	14	NA	50	QN 1013	0	0	0	0	0	0	0
WWF426	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41617	14	NA	50	QN 1015	0	0	0	0	0	0	0
WWF427	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41618	14	NA	50	QN 1018	 88	353	  0	  0	859	  0	  0
WWF428	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41618	14	NA	50	QN 1020	 85	 14	  0	  0	241	  0	  0
WWF429	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41619	14	NA	50	QN 1022	23	 0	 0	 0	 0	 0	 0
WWF430	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41619	14	NA	50	QN 1024	36	 0	 0	 0	 0	 0	 0
WWF431	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41619	14	NA	50	QN 1026	 0	 0	 0	 0	 0	13	 0
WWF432	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41619	14	NA	50	QN 1028	0	0	0	0	0	0	0
WWF433	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41622	14	NA	50	QN 1030	0	0	0	0	0	0	0
WWF434	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41622	14	NA	50	QN 1032	0	0	0	0	0	0	0
WWF435	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41622	14	NA	50	QN 1034	1034	   0	   0	   0	   0	 282	   0
WWF436	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41622	14	NA	50	QN 1036	 0	12	 0	 0	30	 0	 0
WWF437	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41622	14	NA	50	QN 1038	0	0	0	0	0	0	0
WWF438	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41623	14	NA	50	QN 1041	0	0	0	0	0	0	0
WWF439	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41623	14	NA	50	QN 1043	0	0	0	0	0	0	0
WWF44	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H142	NA	NA	142	  0	  0	  0	  0	  0	  0
WWF440	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41623	14	NA	50	QN 1045	0	0	0	0	0	0	0
WWF441	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41623	14	NA	50	QN 1047	0	0	0	0	0	0	0
WWF442	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41623	14	NA	50	QN 1049	0	0	0	0	0	0	0
WWF443	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41624	14	NA	50	QN 1051	0	0	0	0	0	0	0
WWF444	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 2000	0	0	0	0	0	0	0
WWF445	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 2002	0	0	0	0	0	0	0
WWF446	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 2004	0	0	0	0	0	0	0
WWF447	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41616	14	NA	50	QN 2006	0	0	0	0	0	0	0
WWF449	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41617	14	NA	50	QN 2011	563	 35	  0	  0	 16	111	  0
WWF45	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41155	417	Vong - 01	8	BM-1	   0	   0	   0	   0	   0	8314	   0
WWF451	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41618	14	NA	50	QN 2016	0	0	0	0	0	0	0
WWF452	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41618	14	NA	50	QN 2018	 4	29	 0	 0	85	 0	 0
WWF453	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41618	14	NA	50	QN 2020	0	0	0	0	0	0	0
WWF454	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41618	14	NA	50	QN 2022	  205	 8126	    0	    0	23615	   18	    0
WWF455	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41619	14	NA	50	QN 2024	 3	28	 0	 0	63	 0	 0
WWF456	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41622	14	NA	50	QN 2027	  0	 10	  0	  0	250	  0	  0
WWF457	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41622	14	NA	50	QN 2029	0	0	0	0	0	0	0
WWF458	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41622	14	NA	50	QN 2031	0	0	0	0	0	3	0
WWF459	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41623	14	NA	50	QN 2040	 0	26	 0	 0	83	 5	 0
WWF46	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41165	42	Vong - 02	20	BM-2	2708	  18	   0	   0	   3	  95	   0
WWF460	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41623	14	NA	50	QN 2042	 0	 3	 0	 0	10	 0	 0
WWF461	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 3000	0	0	0	0	0	0	0
WWF462	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 3002	0	0	0	0	0	0	0
WWF463	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 3004	0	0	0	0	0	0	0
WWF464	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41615	14	NA	50	QN 3006	0	0	0	0	0	0	0
WWF465	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41616	14	NA	50	QN 3007	 3	15	 0	 0	36	 0	 0
WWF467	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41617	14	NA	50	QN 3012	0	0	0	0	0	0	0
WWF468	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41617	14	NA	50	QN 3014	 0	 0	 0	 0	14	 0	 0
WWF47	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41152	418	Vong - 06	6	BM-6	214	  4	  0	  0	 13	 55	  0
WWF48	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	24&25/09/2012	419	Dũng - 02	15	BM -12	55	 0	 0	 0	 0	37	 0
WWF49	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41156	429	Quang - 01	5	BM -15	     0	     0	     0	     0	     0	143839	     0
WWF5	tube_labels	Vietnam	QNSL	QNSL	BMHQNXS	Quang Nam SNR	NA	NA	TK47_20120901	NA	NA	7	0	0	0	0	0	0
WWF50	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41521	429	Nguyễn Văn Thiện	3	BM-20	505433	 11973	     0	     0	 31235	  2735	     0
WWF51	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41551	429	Nguyễn Văn Thiện	27	BM-26	  0	  0	  0	  0	  0	101	  0
WWF52	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41551	429	Huỳnh Đức Huy	7	BM-28	0	0	0	0	0	0	0
WWF53	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	41612	429	Nguyễn Văn Thiện	33	BM-37	0	0	0	0	0	0	0
WWF54	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	13/4/2013	429	NA	20	BM-42	0	0	0	0	0	0	0
WWF55	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BMHQNXS	BachMaNP	13/4/2013	429	NA	38	BM-44	3	0	0	0	0	0	0
WWF57	WWF_2013Samples_20140919.xlsx	Laos	XS	XS	BMHQNXS	XeSap	NA	Laos	XS # 17-2	5	XS-1	  0	  0	  0	  0	  0	205	  0
WWF58	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-1-13-Rivter	NA	XS-18	  0	  0	  0	  0	  0	362	  0
WWF59	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-2-13-Rivter	NA	XS-19	0	0	0	0	0	5	0
WWF6	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120909	NA	NA	93742	 1348	    0	    9	 4029	    4	    0
WWF60	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-3-13-Rivter	NA	XS-20	  0	  0	  0	  0	  0	598	  0
WWF61	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-4-13-Rivter	NA	XS-21	  0	  0	  0	  0	  0	134	  0
WWF62	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-5-14-A-Start	NA	XS-22	0	0	0	0	0	0	0
WWF64	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-7-14-start-E	NA	XS-24	  0	  0	  0	  0	  0	218	  0
WWF65	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-8-14-start-E	NA	XS-25	0	0	0	0	0	0	0
WWF66	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-9-15A-start	185+	XS-26	0	0	0	0	0	0	0
WWF67	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-10-15A-start	NA	XS-27	0	0	0	0	0	0	0
WWF68	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-11-15-start-F	200+	XS-28	0	0	0	0	0	0	0
WWF69	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-12-15-L/R	110+	XS-29	0	0	0	0	0	0	0
WWF7	tube_labels	Vietnam	QNSL	QNSL	BMHQNXS	Quang Nam SNR	NA	NA	TK36_20120929	NA	NA	    0	    0	    0	    0	    0	37397	    0
WWF70	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-13-15 - s	8+	XS-30	 0	 0	 0	 0	 0	24	 0
WWF71	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-14-15 -L	90+	XS-31	0	0	0	0	0	0	0
WWF72	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-15-15 - R	140+	XS-32	0	0	0	0	0	0	0
WWF74	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-17-15-x	60+	XS-34	0	0	0	0	0	0	0
WWF75	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-18-15 - - G   100	NA	XS-35	 17	  0	  0	  0	  0	226	  0
WWF76	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-19-16-Riv-G	NA	XS-36	0	0	0	0	0	0	0
WWF77	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	LL	Laving Lavern	NA	Laos	WCS-20-16-G-H	NA	XS-37	  0	  0	  0	  0	243	 13	  0
